Timestamp,Source IP Address,Attack Type,Action Taken,Severity Level,event_type,Port
2023-09-29 14:07:06,181.26.248.197,DDoS,Allowed,Low,Non-Cyber,22
2021-09-13 03:20:00,204.78.52.108,Intrusion,Blocked,Low,Non-Cyber,8080
2021-07-11 06:01:45,146.43.38.253,Intrusion,Allowed,High,Cyber,80
2020-08-15 08:56:47,194.0.100.50,DDoS,Allowed,Low,Non-Cyber,80
2021-04-27 22:14:13,37.114.56.235,Malware,Blocked,High,Cyber,21
2023-03-17 05:38:31,83.234.249.9,DDoS,Allowed,Medium,Cyber,8080
2020-07-10 03:09:18,213.72.188.7,Intrusion,Blocked,Medium,Cyber,22
2022-05-23 01:47:25,39.182.6.109,Intrusion,Allowed,Low,Cyber,80
2023-08-12 22:44:13,213.75.182.164,Intrusion,Allowed,Low,Non-Cyber,443
2022-02-23 10:07:18,100.142.40.134,DDoS,Blocked,Low,Non-Cyber,8080
2021-04-06 18:09:57,177.138.131.213,Malware,Allowed,Low,Non-Cyber,22
2022-02-23 08:33:38,183.83.192.80,DDoS,Allowed,Medium,Cyber,21
2023-05-14 19:58:21,86.16.158.90,Intrusion,Blocked,Low,Non-Cyber,22
2022-07-05 23:33:18,145.10.31.58,DDoS,Allowed,Medium,Cyber,80
2020-01-21 08:16:07,7.55.167.165,Malware,Allowed,Low,Cyber,22
2022-06-15 10:24:57,184.115.46.4,Malware,Allowed,Medium,Cyber,22
2022-02-22 20:43:27,19.32.58.201,DDoS,Blocked,Low,Non-Cyber,22
2020-07-19 10:12:07,102.5.49.176,Intrusion,Blocked,Low,Cyber,443
2022-10-29 00:15:53,174.114.222.121,Intrusion,Allowed,Low,Non-Cyber,443
2020-09-24 04:05:22,94.19.220.161,Intrusion,Allowed,Low,Non-Cyber,80
2021-01-16 21:39:50,41.149.42.188,DDoS,Allowed,Low,Cyber,22
2022-06-16 01:16:10,13.33.109.201,Intrusion,Allowed,Low,Non-Cyber,22
2022-07-23 19:02:22,72.144.220.214,DDoS,Blocked,Low,Non-Cyber,80
2022-10-05 10:38:24,101.86.151.91,Intrusion,Allowed,Low,Cyber,80
2022-07-09 08:16:06,143.66.189.43,Malware,Blocked,High,Cyber,8080
2023-07-15 20:28:57,149.83.167.239,Malware,Allowed,Medium,Cyber,21
2020-03-28 17:07:51,133.47.40.200,Intrusion,Allowed,Low,Cyber,443
2022-05-25 20:30:58,172.180.80.4,Malware,Allowed,Low,Non-Cyber,8080
2021-01-06 15:08:40,157.250.71.176,DDoS,Allowed,Low,Non-Cyber,80
2022-06-05 03:21:17,135.36.130.38,Malware,Blocked,Low,Cyber,80
2022-04-29 01:04:26,166.11.251.61,Malware,Blocked,Low,Non-Cyber,21
2021-10-12 03:51:39,60.214.20.217,Intrusion,Blocked,Low,Cyber,22
2022-05-27 19:51:04,148.31.235.50,Malware,Allowed,High,Cyber,22
2020-05-28 06:16:47,71.161.108.159,Malware,Allowed,Low,Non-Cyber,21
2022-07-05 03:45:18,182.217.130.237,DDoS,Allowed,Low,Non-Cyber,8080
2020-06-17 22:44:26,46.127.71.103,Malware,Blocked,Medium,Cyber,8080
2021-01-11 23:43:13,27.161.190.78,DDoS,Allowed,Low,Non-Cyber,8080
2022-01-02 06:08:31,180.234.231.251,DDoS,Allowed,Medium,Cyber,443
2020-09-24 10:00:56,26.217.110.61,DDoS,Allowed,High,Cyber,80
2022-03-07 04:25:44,137.145.30.62,DDoS,Allowed,Low,Non-Cyber,8080
2023-02-11 07:33:16,85.191.182.12,DDoS,Blocked,Low,Non-Cyber,443
2022-05-16 06:03:25,26.56.210.253,Intrusion,Blocked,Low,Non-Cyber,443
2022-11-23 03:07:08,125.213.56.106,DDoS,Blocked,Low,Non-Cyber,22
2022-12-21 17:12:29,3.83.59.111,Intrusion,Allowed,Low,Non-Cyber,80
2022-06-03 07:35:41,177.131.230.39,Intrusion,Blocked,Low,Cyber,8080
2022-12-12 11:22:01,78.79.142.2,Malware,Allowed,Low,Non-Cyber,8080
2022-08-17 22:44:53,25.192.153.218,DDoS,Allowed,Low,Non-Cyber,22
2023-05-22 15:14:08,159.234.115.96,DDoS,Allowed,Medium,Cyber,21
2022-09-12 13:28:09,100.38.111.123,DDoS,Blocked,Low,Cyber,22
2020-06-28 12:03:56,39.67.59.123,Malware,Allowed,Low,Non-Cyber,80
2020-06-08 08:31:40,67.142.180.174,DDoS,Blocked,Low,Non-Cyber,22
2021-12-14 05:38:02,159.45.152.134,Intrusion,Allowed,High,Cyber,80
2022-11-20 06:03:57,199.99.73.119,DDoS,Allowed,Low,Non-Cyber,80
2020-06-24 00:04:31,176.37.169.122,Intrusion,Blocked,Low,Non-Cyber,21
2021-12-14 21:33:56,103.100.48.181,Malware,Allowed,Low,Non-Cyber,21
2020-07-10 07:14:39,18.214.160.75,Malware,Allowed,Low,Cyber,443
2020-03-02 13:05:02,18.164.19.95,Malware,Allowed,Low,Cyber,21
2020-03-03 16:53:04,16.172.96.130,DDoS,Allowed,Low,Non-Cyber,22
2021-11-26 16:42:27,214.4.7.5,Malware,Allowed,High,Cyber,443
2023-08-26 13:33:49,50.123.22.17,DDoS,Allowed,Low,Non-Cyber,22
2023-07-09 22:43:11,3.243.195.38,DDoS,Allowed,Low,Cyber,8080
2023-05-02 21:26:59,159.226.127.182,Malware,Blocked,Medium,Cyber,21
2022-12-22 22:57:50,219.196.26.52,Malware,Allowed,Medium,Cyber,22
2021-06-16 22:55:35,93.195.31.77,Intrusion,Allowed,Low,Non-Cyber,443
2021-08-09 18:22:50,143.64.36.106,Malware,Allowed,Low,Non-Cyber,22
2020-10-01 17:40:08,145.125.57.93,Malware,Allowed,Low,Non-Cyber,443
2020-06-11 04:34:34,73.10.107.106,DDoS,Allowed,Medium,Cyber,22
2021-01-25 09:58:47,46.68.222.26,Malware,Blocked,High,Cyber,443
2020-01-18 13:13:35,109.189.14.50,Malware,Blocked,Low,Cyber,22
2021-02-25 02:00:11,77.70.149.139,DDoS,Allowed,Medium,Cyber,443
2020-09-11 00:49:12,180.140.200.245,Malware,Allowed,Low,Non-Cyber,21
2022-01-12 14:12:44,140.26.93.166,DDoS,Blocked,Low,Non-Cyber,8080
2020-06-22 14:06:16,61.70.27.197,Intrusion,Allowed,Low,Non-Cyber,443
2020-04-03 14:17:46,71.34.108.95,DDoS,Blocked,Low,Non-Cyber,22
2023-08-03 21:10:29,85.145.161.156,DDoS,Allowed,Low,Non-Cyber,22
2021-10-06 21:48:10,28.205.10.245,Intrusion,Allowed,Low,Non-Cyber,8080
2021-04-29 23:28:57,2.66.227.137,DDoS,Blocked,Low,Non-Cyber,443
2021-11-09 05:02:08,74.113.162.132,Malware,Blocked,Low,Cyber,443
2021-12-10 10:44:35,216.100.207.181,Intrusion,Allowed,Low,Non-Cyber,8080
2020-07-30 15:44:53,97.50.21.59,DDoS,Allowed,Low,Non-Cyber,22
2022-06-22 21:37:40,84.175.165.47,DDoS,Allowed,Medium,Cyber,22
2021-01-26 10:10:38,11.30.149.179,DDoS,Allowed,Low,Non-Cyber,80
2021-09-02 11:53:40,77.153.64.160,DDoS,Allowed,High,Cyber,21
2021-08-24 16:39:03,148.210.183.68,DDoS,Allowed,Low,Non-Cyber,80
2020-01-31 21:48:27,69.72.101.198,Malware,Blocked,Low,Cyber,21
2020-05-10 14:41:36,101.9.151.76,DDoS,Allowed,Low,Non-Cyber,21
2021-08-31 18:52:45,165.191.50.32,DDoS,Allowed,Low,Non-Cyber,443
2022-04-28 16:38:27,166.189.46.119,Intrusion,Allowed,Low,Cyber,80
2020-11-27 14:23:54,124.165.103.98,Intrusion,Allowed,High,Cyber,21
2020-12-12 15:25:59,192.220.242.96,DDoS,Allowed,Low,Non-Cyber,80
2023-04-02 09:13:20,103.218.119.212,Malware,Allowed,Low,Non-Cyber,8080
2022-10-25 03:28:21,87.73.109.218,DDoS,Allowed,Medium,Cyber,443
2022-11-28 01:37:58,19.203.157.174,DDoS,Allowed,Medium,Cyber,22
2021-06-03 15:58:32,163.177.133.239,DDoS,Allowed,Low,Cyber,80
2022-02-09 20:29:24,175.82.73.76,Malware,Blocked,Low,Cyber,22
2020-10-15 22:02:31,6.14.89.241,Intrusion,Blocked,Low,Non-Cyber,80
2021-01-23 06:34:48,35.103.104.137,Malware,Allowed,Low,Non-Cyber,21
2021-11-16 13:24:31,133.27.78.79,Malware,Allowed,Low,Cyber,443
2023-02-08 04:30:31,150.167.72.207,Intrusion,Allowed,Low,Cyber,21
2022-04-06 19:00:41,175.206.71.132,Intrusion,Blocked,Low,Non-Cyber,21
2022-04-18 14:59:53,94.124.229.142,DDoS,Allowed,Low,Cyber,22
2021-03-25 04:27:40,196.39.162.34,Intrusion,Allowed,Low,Non-Cyber,22
2020-08-29 02:12:39,146.36.78.111,DDoS,Allowed,Low,Non-Cyber,22
2023-04-09 14:25:44,171.80.170.250,Malware,Allowed,High,Cyber,80
2022-06-14 13:01:04,51.17.194.160,DDoS,Allowed,Low,Non-Cyber,22
2022-01-08 23:42:06,52.190.72.203,DDoS,Allowed,Low,Non-Cyber,21
2023-02-06 03:03:31,183.15.79.198,Intrusion,Blocked,Medium,Cyber,443
2020-05-06 04:31:14,168.25.249.146,Malware,Allowed,Medium,Cyber,8080
2021-03-09 14:18:58,213.62.33.137,DDoS,Allowed,Low,Non-Cyber,8080
2021-03-11 01:30:48,161.127.29.86,DDoS,Allowed,Low,Non-Cyber,443
2021-07-10 03:34:34,199.205.96.24,Malware,Blocked,Low,Cyber,80
2020-09-21 20:35:43,162.41.236.92,DDoS,Allowed,Low,Non-Cyber,80
2022-05-29 12:18:05,183.240.180.116,DDoS,Allowed,High,Cyber,22
2021-01-14 03:51:44,41.27.128.206,Malware,Blocked,Low,Non-Cyber,21
2020-12-19 05:26:32,72.65.120.135,DDoS,Allowed,Low,Cyber,22
2023-04-08 15:46:15,5.148.150.93,DDoS,Allowed,Low,Non-Cyber,8080
2022-08-09 05:27:42,36.41.67.15,Malware,Blocked,Low,Non-Cyber,8080
2021-04-08 14:44:53,20.95.210.212,Malware,Allowed,Low,Non-Cyber,80
2020-07-26 06:46:51,213.70.239.4,Intrusion,Blocked,Low,Non-Cyber,22
2023-04-27 07:26:18,96.226.232.60,Malware,Blocked,Low,Non-Cyber,80
2021-10-22 16:25:16,80.111.226.79,Intrusion,Blocked,Low,Non-Cyber,21
2022-05-02 11:50:18,32.137.16.118,DDoS,Allowed,Low,Non-Cyber,443
2022-10-10 12:12:11,50.248.226.251,Malware,Allowed,Low,Non-Cyber,80
2022-06-17 03:58:58,125.120.65.1,Malware,Allowed,Low,Non-Cyber,21
2020-02-05 04:06:32,109.105.48.49,Intrusion,Allowed,Medium,Cyber,80
2020-04-05 06:18:18,81.248.37.76,Intrusion,Blocked,Low,Non-Cyber,21
2023-02-22 19:48:17,111.245.184.81,Malware,Allowed,Low,Non-Cyber,80
2022-01-25 19:30:01,217.239.221.226,DDoS,Allowed,Low,Non-Cyber,80
2020-01-12 19:21:59,144.142.184.41,Intrusion,Allowed,Low,Non-Cyber,80
2022-10-31 07:40:10,176.36.15.145,Intrusion,Allowed,Low,Non-Cyber,80
2022-01-10 05:12:25,204.48.23.87,DDoS,Allowed,Medium,Cyber,22
2020-12-26 06:49:12,21.182.199.163,Malware,Allowed,Low,Non-Cyber,443
2023-04-16 01:33:13,2.20.1.98,Intrusion,Allowed,Low,Non-Cyber,443
2021-06-13 15:10:40,53.246.52.167,Intrusion,Blocked,High,Cyber,21
2023-02-26 16:54:15,48.72.252.18,Intrusion,Allowed,High,Cyber,80
2021-03-14 20:31:20,118.238.255.154,Intrusion,Allowed,Medium,Cyber,80
2020-03-26 08:40:57,118.252.219.41,Malware,Blocked,Low,Non-Cyber,80
2020-01-26 05:34:17,101.3.86.109,DDoS,Allowed,Low,Non-Cyber,22
2020-12-08 11:05:47,214.51.67.65,Malware,Blocked,Low,Non-Cyber,443
2021-01-23 05:24:37,95.158.133.215,Malware,Allowed,High,Cyber,8080
2022-07-01 16:20:32,82.182.32.75,DDoS,Allowed,Low,Non-Cyber,8080
2022-02-19 11:39:02,204.251.201.180,DDoS,Allowed,Low,Non-Cyber,443
2020-07-12 01:46:36,124.179.122.167,Intrusion,Blocked,Low,Non-Cyber,22
2023-03-27 13:08:17,193.232.192.90,Intrusion,Blocked,Low,Non-Cyber,22
2020-12-11 01:36:53,126.69.10.0,Malware,Allowed,Low,Non-Cyber,80
2020-04-22 15:03:36,196.73.151.197,Intrusion,Blocked,Low,Cyber,21
2020-10-20 12:24:31,34.48.16.31,DDoS,Allowed,Low,Cyber,443
2021-12-08 19:45:38,64.253.106.180,Malware,Allowed,Low,Non-Cyber,80
2020-06-09 07:35:13,40.214.23.136,DDoS,Blocked,Low,Non-Cyber,8080
2021-11-11 07:01:07,56.148.120.132,Intrusion,Allowed,Medium,Cyber,80
2022-07-13 15:38:38,9.65.199.133,Intrusion,Blocked,Low,Non-Cyber,443
2020-01-26 17:34:20,11.54.168.216,Intrusion,Blocked,Low,Cyber,8080
2022-05-23 05:06:58,207.89.10.225,Malware,Allowed,Low,Non-Cyber,8080
2022-09-14 20:41:27,123.13.204.168,DDoS,Blocked,Medium,Cyber,443
2021-08-05 10:00:19,150.106.140.67,DDoS,Allowed,Low,Non-Cyber,443
2022-07-06 20:05:05,6.94.115.57,DDoS,Allowed,Medium,Cyber,22
2021-06-25 01:25:13,11.99.50.142,Malware,Allowed,Low,Non-Cyber,8080
2022-07-06 17:30:34,17.133.221.82,DDoS,Blocked,Medium,Cyber,443
2021-07-21 15:30:11,46.142.125.227,DDoS,Allowed,Low,Non-Cyber,80
2020-11-19 11:26:15,103.225.250.51,DDoS,Allowed,Low,Cyber,21
2021-03-19 14:52:51,210.112.202.181,Malware,Blocked,Low,Non-Cyber,8080
2022-01-05 16:45:05,106.89.96.233,DDoS,Allowed,Low,Non-Cyber,8080
2023-06-26 17:22:33,95.106.235.207,Malware,Allowed,Low,Non-Cyber,22
2021-08-27 03:02:01,148.73.23.86,Intrusion,Blocked,High,Cyber,22
2021-06-26 21:04:29,16.190.195.211,DDoS,Allowed,Low,Non-Cyber,80
2020-10-11 09:43:02,108.81.164.233,DDoS,Blocked,Medium,Cyber,22
2023-06-19 09:56:24,3.235.37.86,Intrusion,Allowed,Medium,Cyber,21
2021-11-24 22:28:10,141.147.134.65,Intrusion,Blocked,High,Cyber,80
2023-01-10 05:40:53,175.26.151.218,DDoS,Allowed,Low,Non-Cyber,21
2022-03-27 11:44:38,151.90.33.82,Intrusion,Allowed,Medium,Cyber,8080
2022-01-06 05:59:17,44.51.146.106,Intrusion,Allowed,Medium,Cyber,443
2022-11-18 07:58:10,171.226.36.65,Malware,Allowed,Low,Non-Cyber,443
2021-03-06 05:33:07,145.196.147.178,Malware,Blocked,Medium,Cyber,8080
2021-01-17 09:40:53,161.74.86.189,Malware,Allowed,Low,Non-Cyber,8080
2020-08-16 03:26:23,171.4.120.210,DDoS,Allowed,Low,Non-Cyber,8080
2020-03-05 12:12:03,140.66.130.231,Intrusion,Allowed,Low,Cyber,21
2021-12-01 22:20:52,64.129.21.56,Intrusion,Allowed,Low,Non-Cyber,443
2020-05-08 16:41:02,28.81.205.239,Intrusion,Allowed,Low,Non-Cyber,80
2022-05-02 01:17:22,170.199.28.9,DDoS,Blocked,Low,Non-Cyber,22
2021-10-27 23:37:57,27.173.98.50,Intrusion,Allowed,Low,Cyber,443
2020-03-10 22:52:00,99.128.99.148,Intrusion,Allowed,Low,Non-Cyber,80
2021-07-12 19:02:37,103.217.161.239,Malware,Allowed,Low,Cyber,443
2022-04-19 12:43:48,162.55.235.186,Intrusion,Allowed,Low,Non-Cyber,22
2021-12-06 18:43:18,91.183.38.146,DDoS,Allowed,Low,Non-Cyber,443
2021-10-02 00:31:30,200.151.14.11,Intrusion,Allowed,Low,Non-Cyber,21
2021-10-09 03:59:00,134.212.148.75,DDoS,Allowed,Low,Cyber,22
2021-02-18 12:56:13,135.125.222.37,Malware,Allowed,Low,Cyber,22
2020-04-08 01:33:19,160.148.181.18,DDoS,Allowed,High,Cyber,8080
2021-03-26 15:29:34,196.16.168.246,Intrusion,Allowed,Medium,Cyber,22
2021-07-18 02:54:53,109.233.30.182,DDoS,Allowed,High,Cyber,443
2021-06-16 05:55:59,10.69.96.184,Malware,Allowed,Low,Non-Cyber,22
2022-12-30 05:53:22,18.21.187.129,Intrusion,Allowed,Low,Cyber,22
2023-08-18 11:41:04,24.170.103.165,Malware,Blocked,Medium,Cyber,22
2021-10-20 21:42:37,136.170.48.212,Malware,Allowed,Low,Non-Cyber,443
2022-06-22 17:32:24,56.214.136.40,Malware,Blocked,Low,Non-Cyber,21
2021-12-11 01:45:12,32.164.193.105,Intrusion,Allowed,Low,Non-Cyber,443
2020-07-18 14:06:04,142.225.112.73,DDoS,Allowed,Low,Non-Cyber,443
2020-12-27 11:44:25,119.105.67.149,DDoS,Blocked,Low,Non-Cyber,8080
2023-09-09 14:26:42,192.75.144.161,Intrusion,Allowed,Low,Non-Cyber,21
2023-03-25 10:14:45,138.57.145.42,Malware,Allowed,Low,Non-Cyber,443
2020-07-24 16:07:46,118.41.193.96,Malware,Allowed,Low,Non-Cyber,22
2023-01-18 12:33:28,158.180.225.136,Intrusion,Allowed,Low,Non-Cyber,443
2021-10-15 10:39:06,123.29.236.187,DDoS,Blocked,Low,Cyber,21
2023-03-28 06:02:09,201.253.92.181,Intrusion,Blocked,Low,Cyber,21
2020-06-13 05:56:00,16.65.188.182,DDoS,Allowed,Low,Non-Cyber,80
2022-08-17 01:57:59,166.84.21.134,Malware,Allowed,Low,Non-Cyber,8080
2020-12-21 03:47:33,48.165.8.154,DDoS,Allowed,Low,Non-Cyber,80
2022-07-21 17:14:55,47.70.77.22,DDoS,Allowed,Medium,Cyber,443
2023-01-12 17:09:21,9.7.173.163,Intrusion,Allowed,Low,Non-Cyber,22
2021-10-02 07:32:21,59.12.177.211,Intrusion,Allowed,High,Cyber,22
2020-06-02 02:17:25,198.9.2.135,Intrusion,Allowed,Medium,Cyber,21
2022-02-09 08:43:00,4.184.196.234,DDoS,Allowed,Low,Cyber,21
2021-07-16 09:11:28,50.101.200.224,Intrusion,Allowed,Low,Cyber,443
2021-03-26 19:41:15,49.114.69.57,Intrusion,Blocked,Low,Cyber,21
2022-07-25 03:45:42,2.19.200.72,Malware,Blocked,Low,Non-Cyber,443
2022-02-08 21:24:58,199.54.23.159,Intrusion,Allowed,Low,Non-Cyber,443
2023-01-23 17:11:07,92.210.99.78,Intrusion,Blocked,Low,Non-Cyber,22
2021-03-01 18:22:39,106.121.83.151,DDoS,Allowed,Medium,Cyber,21
2022-04-27 19:09:57,10.230.15.80,Malware,Blocked,Low,Non-Cyber,80
2021-07-17 22:43:20,181.232.88.188,DDoS,Allowed,Low,Non-Cyber,8080
2022-02-02 02:39:59,26.202.170.84,DDoS,Blocked,Medium,Cyber,443
2020-09-21 13:36:59,72.85.121.3,DDoS,Allowed,Low,Cyber,22
2023-09-21 05:16:38,123.229.43.44,Malware,Allowed,Low,Non-Cyber,21
2021-02-16 03:32:10,75.187.119.18,DDoS,Allowed,Low,Non-Cyber,22
2020-12-04 12:59:41,176.126.44.144,Intrusion,Allowed,Low,Non-Cyber,21
2023-01-26 01:25:10,209.222.92.75,DDoS,Blocked,Low,Non-Cyber,21
2022-03-10 20:55:55,129.53.62.40,DDoS,Allowed,Low,Non-Cyber,80
2020-08-22 20:15:56,28.149.146.215,DDoS,Allowed,Low,Non-Cyber,22
2023-06-07 17:52:28,71.221.175.215,Intrusion,Allowed,Low,Non-Cyber,21
2020-09-28 15:50:52,40.193.226.104,Intrusion,Allowed,Low,Non-Cyber,443
2020-09-07 10:18:36,206.165.185.9,Intrusion,Allowed,Low,Non-Cyber,8080
2022-07-25 23:51:57,208.146.129.236,DDoS,Allowed,Medium,Cyber,443
2022-10-22 16:45:04,7.179.16.159,Intrusion,Blocked,High,Cyber,22
2022-12-13 04:09:05,102.26.165.109,DDoS,Blocked,Low,Non-Cyber,8080
2022-10-23 03:16:53,16.176.54.214,DDoS,Allowed,High,Cyber,8080
2022-11-19 18:24:41,147.47.78.22,DDoS,Allowed,Low,Non-Cyber,21
2023-08-29 02:27:58,36.81.114.151,Intrusion,Blocked,Low,Non-Cyber,80
2023-01-05 20:33:36,152.76.253.97,Malware,Allowed,Low,Non-Cyber,80
2022-01-15 21:24:25,10.181.40.66,Intrusion,Blocked,Low,Cyber,22
2021-09-25 19:41:50,43.231.139.22,Malware,Blocked,High,Cyber,22
2023-06-12 09:56:10,39.33.169.139,DDoS,Allowed,Low,Non-Cyber,8080
2021-10-25 13:07:43,201.84.142.77,DDoS,Allowed,Low,Non-Cyber,443
2022-08-14 06:53:22,91.19.10.45,Malware,Allowed,Low,Non-Cyber,80
2022-08-26 06:06:46,113.220.36.192,DDoS,Allowed,Low,Non-Cyber,22
2022-07-03 11:28:16,170.57.251.56,DDoS,Blocked,Medium,Cyber,21
2022-11-18 06:13:56,154.106.105.172,DDoS,Blocked,High,Cyber,8080
2021-05-26 03:45:00,171.129.149.57,DDoS,Allowed,High,Cyber,443
2022-01-11 19:02:19,42.225.62.139,Intrusion,Allowed,High,Cyber,80
2020-11-23 15:30:24,15.107.208.97,Intrusion,Allowed,Low,Non-Cyber,22
2023-09-10 13:17:10,47.133.140.168,DDoS,Allowed,Low,Non-Cyber,8080
2021-04-27 03:21:01,82.233.221.185,Malware,Allowed,Low,Non-Cyber,80
2020-12-14 23:59:54,208.135.120.195,DDoS,Allowed,Low,Non-Cyber,80
2021-08-01 06:49:22,143.223.151.120,Malware,Blocked,Low,Non-Cyber,80
2020-01-11 02:19:58,219.87.218.27,Malware,Allowed,Low,Non-Cyber,21
2023-04-02 23:49:40,153.251.27.29,Malware,Blocked,Low,Non-Cyber,21
2023-09-14 01:55:17,215.24.5.116,Malware,Allowed,Low,Non-Cyber,8080
2023-01-02 04:58:57,205.110.3.106,Malware,Allowed,Low,Non-Cyber,8080
2023-08-25 16:29:52,148.113.197.181,Malware,Allowed,High,Cyber,22
2020-01-14 21:51:59,3.91.17.13,Intrusion,Allowed,Medium,Cyber,80
2020-06-22 14:42:27,79.88.254.84,DDoS,Allowed,Low,Non-Cyber,8080
2021-02-06 23:41:12,91.122.121.180,Malware,Allowed,Low,Non-Cyber,443
2021-12-04 12:09:01,5.221.104.53,Malware,Allowed,Low,Non-Cyber,8080
2022-11-26 06:42:15,193.149.50.50,Intrusion,Allowed,Low,Cyber,443
2020-08-08 18:43:58,97.15.230.5,Malware,Allowed,Low,Non-Cyber,80
2022-02-05 15:16:58,58.232.116.65,DDoS,Allowed,Low,Non-Cyber,8080
2022-01-05 17:37:07,106.235.247.88,Malware,Blocked,Medium,Cyber,8080
2022-07-14 15:18:23,109.85.160.60,Intrusion,Allowed,Low,Non-Cyber,22
2022-10-10 19:38:28,33.83.175.137,Malware,Blocked,Low,Non-Cyber,8080
2023-02-27 19:29:18,134.67.114.6,Malware,Allowed,Low,Non-Cyber,443
2020-01-12 10:01:22,101.73.102.208,DDoS,Allowed,Medium,Cyber,443
2022-11-28 18:15:21,77.217.18.152,Intrusion,Allowed,High,Cyber,8080
2021-06-06 14:18:56,154.213.112.124,Malware,Blocked,Low,Non-Cyber,21
2021-04-14 17:53:28,1.60.97.230,Intrusion,Blocked,High,Cyber,21
2023-05-27 20:38:50,76.185.221.74,DDoS,Allowed,High,Cyber,21
2020-05-19 15:24:12,27.233.127.97,Malware,Allowed,Low,Cyber,80
2021-02-04 02:51:38,199.73.190.109,DDoS,Allowed,Low,Cyber,443
2023-10-05 00:57:41,48.116.188.65,DDoS,Blocked,Low,Cyber,22
2022-03-15 21:06:12,14.73.44.122,Malware,Blocked,Low,Non-Cyber,80
2020-09-29 06:55:56,41.138.82.46,Malware,Allowed,High,Cyber,80
2022-01-08 12:07:18,137.122.124.52,Intrusion,Blocked,High,Cyber,8080
2021-08-27 07:53:26,219.99.224.71,Malware,Allowed,High,Cyber,21
2023-05-30 05:56:27,175.124.187.122,DDoS,Blocked,Low,Non-Cyber,8080
2021-01-06 16:24:30,121.26.212.195,Malware,Allowed,Low,Non-Cyber,22
2023-07-06 16:33:40,31.153.168.34,Malware,Blocked,High,Cyber,8080
2021-06-22 03:51:48,101.25.238.87,Intrusion,Allowed,Medium,Cyber,443
2022-03-07 13:25:21,152.93.96.76,Intrusion,Blocked,Medium,Cyber,443
2022-12-18 01:29:42,138.170.14.163,Malware,Allowed,Low,Non-Cyber,443
2022-09-17 03:32:36,58.5.78.209,DDoS,Allowed,Medium,Cyber,8080
2022-10-26 01:07:14,178.20.14.74,DDoS,Allowed,High,Cyber,443
2020-07-08 20:41:14,201.181.47.37,Malware,Allowed,Low,Cyber,80
2021-05-29 20:39:26,161.175.31.29,Intrusion,Allowed,Low,Non-Cyber,22
2023-09-18 23:14:40,51.160.212.11,DDoS,Allowed,Low,Cyber,443
2020-09-11 05:52:05,155.62.31.89,Malware,Allowed,Low,Non-Cyber,8080
2023-08-10 13:27:23,6.59.4.237,Malware,Allowed,High,Cyber,80
2021-03-02 09:52:38,24.26.138.235,DDoS,Allowed,Low,Non-Cyber,22
2022-04-28 07:26:12,133.246.245.93,Malware,Allowed,Medium,Cyber,80
2021-06-10 11:06:32,170.81.102.176,Malware,Blocked,Low,Non-Cyber,8080
2020-05-19 02:40:44,82.218.185.187,Intrusion,Allowed,High,Cyber,80
2020-08-31 21:14:19,31.255.31.59,Malware,Blocked,Low,Cyber,80
2020-12-13 12:08:25,122.24.8.44,Intrusion,Allowed,High,Cyber,8080
2020-03-09 23:47:02,165.128.56.34,Intrusion,Allowed,Low,Cyber,443
2022-04-28 21:51:20,113.144.151.198,DDoS,Allowed,Low,Non-Cyber,80
2021-03-01 04:19:19,138.233.58.124,DDoS,Allowed,Medium,Cyber,8080
2021-09-22 07:23:02,159.31.217.197,Intrusion,Allowed,High,Cyber,8080
2021-11-07 01:43:20,18.93.188.205,DDoS,Blocked,Low,Cyber,8080
2022-02-13 18:49:45,67.63.74.43,Malware,Allowed,Low,Non-Cyber,21
2021-06-01 04:01:07,41.45.208.4,Intrusion,Allowed,Low,Cyber,80
2022-11-16 17:24:36,155.200.172.247,Intrusion,Allowed,Low,Non-Cyber,8080
2020-07-05 16:42:00,212.114.50.252,Malware,Blocked,Low,Cyber,80
2020-06-13 02:32:22,124.236.38.66,Intrusion,Blocked,Low,Non-Cyber,443
2023-06-04 05:46:32,181.203.124.37,Malware,Allowed,High,Cyber,8080
2021-05-01 03:02:10,223.241.164.193,DDoS,Blocked,Medium,Cyber,80
2022-04-19 17:08:58,170.194.213.146,Intrusion,Blocked,Low,Non-Cyber,443
2022-06-22 07:48:25,140.89.64.172,Intrusion,Blocked,Low,Non-Cyber,8080
2021-09-11 17:31:50,88.102.140.41,Malware,Allowed,Medium,Cyber,80
2022-09-26 22:33:42,222.85.175.211,DDoS,Allowed,Medium,Cyber,22
2023-06-06 07:31:26,64.233.220.9,DDoS,Allowed,Medium,Cyber,443
2022-03-08 20:01:36,132.241.21.154,Intrusion,Allowed,High,Cyber,21
2020-04-03 10:43:41,32.110.99.144,Intrusion,Blocked,Low,Non-Cyber,443
2023-08-24 16:13:11,196.103.66.13,DDoS,Allowed,Low,Cyber,443
2023-01-23 17:43:00,137.209.51.40,Intrusion,Allowed,Low,Non-Cyber,8080
2021-10-21 22:48:11,180.39.173.78,DDoS,Allowed,Low,Non-Cyber,443
2020-04-02 09:08:42,18.123.252.45,Intrusion,Allowed,Medium,Cyber,80
2023-03-08 02:44:52,146.23.101.240,Malware,Blocked,Low,Cyber,80
2022-02-07 06:08:50,56.199.178.31,Intrusion,Allowed,Low,Cyber,22
